Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Fuel Consumption (l/km),Flight time (hrs)
AD,13983,ARU,2525,GRU,2564,,0,AT7,5.76,6.61
AD,13983,ARU,2525,VCP,2578,,0,AT7,8.91,10.53
AD,13983,ATM,2566,BEL,2526,,0,AT7 E95,7.11,8.4
AD,13983,ATM,2566,STM,4092,,0,AT7,1.72,1.78
AD,13983,AUX,7376,BSB,2531,,0,AT7,1.93,2.2
AD,13983,AUX,7376,MAB,2584,,0,AT7,4.68,5.42
AD,13983,AUX,7376,PMW,4214,,0,AT7,2.55,2.75
AD,13983,BAZ,7399,MAO,2551,,0,AT4,0.8,0.82
AD,13983,BEL,2526,ATM,2566,,0,AT7 E95,8.01,9.76
AD,13983,BEL,2526,CKS,7532,,0,AT7,0.8,0.72
AD,13983,BEL,2526,CNF,2537,,0,E95,8.48,10.05
AD,13983,BEL,2526,FOR,2559,,0,E95,2.06,2.16
AD,13983,BEL,2526,IMP,2572,,0,E95,9.57,11.71
AD,13983,BEL,2526,MAB,2584,,0,AT7,6.18,7.44
AD,13983,BEL,2526,MAO,2551,,0,E95,7.32,8.95
AD,13983,BEL,2526,MCP,2591,,0,AT7,1.53,1.77
AD,13983,BEL,2526,STM,4092,,0,AT7,8.63,10.41
AD,13983,BPS,4209,CNF,2537,,0,E95,8.23,10.15
AD,13983,BPS,4209,SDU,2612,,0,E90,6.9,8.01
AD,13983,BPS,4209,SSA,2621,,0,AT7,5.43,6.28
AD,13983,BPS,4209,VCP,2578,,0,E95,7.45,8.8
AD,13983,BRA,7373,BSB,2531,,0,AT7,0.86,0.57
AD,13983,BRA,7373,SSA,2621,,0,AT7,6.2,7.31
AD,13983,BSB,2531,AUX,7376,,0,AT7,8.33,10.25
AD,13983,BSB,2531,BRA,7373,,0,AT7,3.96,4.6
AD,13983,BSB,2531,CGB,2548,,0,E95,1.61,1.75
AD,13983,BSB,2531,CNF,2537,,0,E95,4.49,5.34
AD,13983,BSB,2531,GRU,2564,,0,E95 E90,7.34,8.86
AD,13983,BSB,2531,MAB,2584,,0,E95,1.61,1.73
AD,13983,BSB,2531,PMW,4214,,0,AT7,2.66,2.87
AD,13983,BSB,2531,UDI,2633,,0,AT7,1.86,2.2
AD,13983,BSB,2531,VCP,2578,,0,E95 E90,7.97,9.66
AD,13983,BVB,2533,MAO,2551,,0,AT7,1.45,1.22
AD,13983,BVH,2637,CGB,2548,,0,AT7,6.92,8.4
AD,13983,BYO,8242,VCP,2578,,0,AT7,4.12,4.71
AD,13983,CAC,2535,CWB,2545,,0,AT7,7.68,9.19
AD,13983,CAC,2535,VCP,2578,,0,AT7,9.57,11.59
AD,13983,CAW,2543,SDU,2612,,0,AT7,1.6,1.82
AD,13983,CCM,2541,VCP,2578,,0,AT7,3.73,4.12
AD,13983,CFB,7364,PLU,2528,,0,AT7,8.18,9.82
AD,13983,CFB,7364,VCP,2578,,0,AT7,3.16,3.56
AD,13983,CGB,2548,AFL,2524,,0,E90,2.86,2.97
AD,13983,CGB,2548,BSB,2531,,0,E95,8.13,9.99
AD,13983,CGB,2548,BVH,2637,,0,AT7,9.78,11.85
AD,13983,CGB,2548,CGR,2538,,0,AT7 E75,5.9,6.9
AD,13983,CGB,2548,CNF,2537,,0,E95 E90,3.38,3.7
AD,13983,CGB,2548,GRU,2564,,0,E90 E95,4.16,5.08
AD,13983,CGB,2548,GYN,2562,,0,E90 E95,2.34,2.46
AD,13983,CGB,2548,JPR,6073,,0,AT7,7.89,9.26
AD,13983,CGB,2548,LDB,2581,,0,E90,7.9,9.39
AD,13983,CGB,2548,MGF,2586,,0,E90,8.72,10.56
AD,13983,CGB,2548,OAL,9771,,0,E90 AT7,1.1,0.81
AD,13983,CGB,2548,OPS,7367,,0,E95,6.02,6.96
AD,13983,CGB,2548,PVH,2607,,0,E95 E90,2.74,2.96
AD,13983,CGB,2548,ROO,7382,,0,AT7,3.9,4.42
AD,13983,CGB,2548,SJP,2619,,0,AT7,7.86,9.53
AD,13983,CGB,2548,VCP,2578,,0,E90 E95,2.37,2.71
AD,13983,CGH,2618,SDU,2612,,0,E90,6.62,7.84
AD,13983,CGR,2538,CGB,2548,,0,AT7 E75,6.53,8.03
AD,13983,CGR,2538,CMG,2544,,0,AT7,9.61,11.47
AD,13983,CGR,2538,GRU,2564,,0,E95,7.99,9.41
AD,13983,CGR,2538,VCP,2578,,0,E95 E90 E75,7.96,9.74
AD,13983,CIZ,7398,MAO,2551,,0,AT4,5.62,6.61
AD,13983,CKS,7532,BEL,2526,,0,AT7,2.29,2.65
AD,13983,CKS,7532,CNF,2537,,0,E95,4.61,5.39
AD,13983,CKS,7532,MAB,2584,,0,E95,5.81,6.82
AD,13983,CLV,4215,VCP,2578,,0,E90 E95,6.9,8.3
AD,13983,CMG,2544,CGR,2538,,0,AT7,6.45,7.49
AD,13983,CNF,2537,BEL,2526,,0,E95,4.48,5.03
AD,13983,CNF,2537,BPS,4209,,0,E95,3.15,3.55
AD,13983,CNF,2537,BSB,2531,,0,E95,2.28,2.43
AD,13983,CNF,2537,CGB,2548,,0,E95 E90,6.89,8.48
AD,13983,CNF,2537,CKS,7532,,0,E95,6.57,7.92
AD,13983,CNF,2537,CPV,2577,,0,E90,7.12,8.4
AD,13983,CNF,2537,CWB,2545,,0,E95 E90,4.32,4.78
AD,13983,CNF,2537,FOR,2559,,0,E95,3.29,3.52
AD,13983,CNF,2537,GRU,2564,,0,E90 E95,7.53,9.24
AD,13983,CNF,2537,GYN,2562,,0,E90,7.79,9.4
AD,13983,CNF,2537,IMP,2572,,0,E95,4.71,5.74
AD,13983,CNF,2537,IPN,2570,,0,AT7,6.47,7.54
AD,13983,CNF,2537,IZA,8180,,0,AT7,4.23,4.8
AD,13983,CNF,2537,MAO,2551,,0,E95,7.32,8.57
AD,13983,CNF,2537,MOC,2587,,0,E90 E95,8.39,10.11
AD,13983,CNF,2537,POA,2599,,0,E95,6.87,8.41
AD,13983,CNF,2537,RAO,2613,,0,AT7,5.45,6.39
AD,13983,CNF,2537,REC,2610,,0,E90 E95,5.06,5.77
AD,13983,CNF,2537,SDU,2612,,0,E90 E95,6.43,7.89
AD,13983,CNF,2537,SLZ,2616,,0,E95,7.08,8.32
AD,13983,CNF,2537,SSA,2621,,0,E95,5.89,6.93
AD,13983,CNF,2537,UBA,2635,,0,AT7,6.3,7.69
AD,13983,CNF,2537,UDI,2633,,0,E95,1.65,1.61
AD,13983,CNF,2537,VCP,2578,,0,E95 E90,9.28,11.45
AD,13983,CNF,2537,VDC,6039,,0,AT7,7.84,9.59
AD,13983,CNF,2537,VIX,2638,,0,E95 E90,3.96,4.8
AD,13983,CPV,2577,PNZ,2604,,0,E90,5.91,6.97
AD,13983,CWB,2545,CAC,2535,,0,AT7,1.05,1.04
AD,13983,CWB,2545,CNF,2537,,0,E95,0.99,0.97
AD,13983,CWB,2545,CXJ,2547,,0,AT7,3.06,3.38
AD,13983,CWB,2545,GRU,2564,,0,E95 E90,6.89,8.43
AD,13983,CWB,2545,IGU,2554,,0,E95,8.59,10.3
AD,13983,CWB,2545,LDB,2581,,0,E90 AT7,5.92,6.93
AD,13983,CWB,2545,MGF,2586,,0,E90,5.74,6.62
AD,13983,CWB,2545,POA,2599,,0,E95,4.47,5.13
AD,13983,CWB,2545,SDU,2612,,0,E90,2.25,2.36
AD,13983,CWB,2545,VCP,2578,,0,E95 E90,1.85,1.86
AD,13983,CXJ,2547,CWB,2545,,0,AT7,7.52,9.25
AD,13983,CXJ,2547,VCP,2578,,0,E95,9.21,11.17
AD,13983,DOU,7380,VCP,2578,,0,AT7,4.94,5.77
AD,13983,ERN,8247,TFF,2624,,0,AT4,6.83,8.08
AD,13983,FEN,2556,NAT,2597,,0,AT7,9.03,11.02
AD,13983,FEN,2556,REC,2610,,0,E95,1.6,1.54
AD,13983,FLN,2555,VCP,2578,,0,E95 E90,7.75,9.36
AD,13983,FOR,2559,BEL,2526,,0,E95,6.46,7.59
AD,13983,FOR,2559,CNF,2537,,0,E95,6.08,7.38
AD,13983,FOR,2559,JPA,2575,,0,AT7,3.31,3.86
AD,13983,FOR,2559,NAT,2597,,0,E95,7.17,8.36
AD,13983,FOR,2559,PHB,\N,,0,AT7,8.12,9.64
AD,13983,FOR,2559,REC,2610,,0,E95,1.9,1.8
AD,13983,FOR,2559,SLZ,2616,,0,E95,5.49,6.64
AD,13983,FOR,2559,THE,2623,,0,E95,1.81,1.66
AD,13983,FOR,2559,VCP,2578,,0,E95 E90,8.82,10.53
AD,13983,GIG,2560,VCP,2578,,0,E95 E90,5.41,6.34
AD,13983,GRU,2564,ARU,2525,,0,AT7,7.94,9.79
AD,13983,GRU,2564,BSB,2531,,0,E95,3.9,4.73
AD,13983,GRU,2564,CGB,2548,,0,E95 E90,1.96,1.94
AD,13983,GRU,2564,CGR,2538,,0,E95,1.15,0.98
AD,13983,GRU,2564,CNF,2537,,0,E90 E95,3.18,3.74
AD,13983,GRU,2564,CWB,2545,,0,E95 E90,2.92,3.31
AD,13983,GRU,2564,GYN,2562,,0,E95,5.91,6.94
AD,13983,GRU,2564,IOS,2569,,0,E95,0.71,0.75
AD,13983,GRU,2564,IPN,2570,,0,AT7,5.56,6.49
AD,13983,GRU,2564,NVT,2595,,0,E95,4.27,5.01
AD,13983,GRU,2564,PLU,2528,,0,AT7,5.85,7.14
AD,13983,GRU,2564,POA,2599,,0,E95 E90,7.03,8.58
AD,13983,GRU,2564,REC,2610,,0,E95,6.5,7.79
AD,13983,GRU,2564,SDU,2612,,0,E90 E95,9.81,11.82
AD,13983,GRU,2564,SSA,2621,,0,E95,1.91,2.09
AD,13983,GVR,6735,PLU,2528,,0,AT7,4.5,5.44
AD,13983,GYN,2562,CGB,2548,,0,E90 E95,4.74,5.39
AD,13983,GYN,2562,CNF,2537,,0,E90,4.54,5.3
AD,13983,GYN,2562,GRU,2564,,0,E95,6.72,8.13
AD,13983,GYN,2562,PMW,4214,,0,E95 E90,5.28,6.13
AD,13983,GYN,2562,SDU,2612,,0,E90,5.39,6.45
AD,13983,GYN,2562,VCP,2578,,0,E95 E90,4.62,5.47
AD,13983,IGU,2554,CWB,2545,,0,E95,9.73,11.9
AD,13983,IGU,2554,POA,2599,,0,AT7,9.18,11.17
AD,13983,IGU,2554,VCP,2578,,0,E95 E90,3.44,4.04
AD,13983,IMP,2572,BEL,2526,,0,E95,1.92,1.78
AD,13983,IMP,2572,CNF,2537,,0,E95,8.33,10.16
AD,13983,IOS,2569,GRU,2564,,0,E95,9.93,11.97
AD,13983,IOS,2569,SSA,2621,,0,AT7 E95,3.27,3.87
AD,13983,IOS,2569,VCP,2578,,0,E95,4.01,4.61
AD,13983,IPN,2570,CNF,2537,,0,AT7,9.37,11.33
AD,13983,IPN,2570,GRU,2564,,0,AT7,7.27,8.68
AD,13983,IPN,2570,PLU,2528,,0,AT4,3.36,3.9
AD,13983,IRZ,8258,TFF,2624,,0,AT4,6.19,7.18
AD,13983,ITB,2568,STM,4092,,0,AT7,9.31,11.36
AD,13983,IZA,8180,CNF,2537,,0,AT7,8.32,9.84
AD,13983,IZA,8180,VCP,2578,,0,AT7,7.49,9.03
AD,13983,JDO,6034,VCP,2578,,0,E90,7.54,8.98
AD,13983,JOI,2576,POA,2599,,0,AT7,2.14,2.55
AD,13983,JOI,2576,VCP,2578,,0,E95 AT7,8.26,9.98
AD,13983,JPA,2575,FOR,2559,,0,AT7,3.3,3.68
AD,13983,JPA,2575,SSA,2621,,0,AT7,9.18,11.2
AD,13983,JPA,2575,VCP,2578,,0,E95,3.98,4.69
AD,13983,JPR,6073,CGB,2548,,0,AT7,8.55,10.36
AD,13983,JTC,8238,MII,6038,,0,AT7,3.06,3.56
AD,13983,JTC,8238,VCP,2578,,0,AT7,5.48,6.42
AD,13983,LDB,2581,CGB,2548,,0,E90,1.5,1.73
AD,13983,LDB,2581,CWB,2545,,0,AT7 E90,6.9,8.09
AD,13983,LDB,2581,MGF,2586,,0,AT7,8.57,10.11
AD,13983,LDB,2581,POA,2599,,0,AT7,7.17,8.76
AD,13983,LDB,2581,VCP,2578,,0,E90 E95 AT7,5.41,6.52
AD,13983,LEC,6036,SSA,2621,,0,AT7,1.3,1.02
AD,13983,MAB,2584,AUX,7376,,0,AT7,9.15,11.23
AD,13983,MAB,2584,BEL,2526,,0,AT7,7.03,8.61
AD,13983,MAB,2584,BSB,2531,,0,E95,7.68,9.08
AD,13983,MAB,2584,CKS,7532,,0,E95,8.08,9.64
AD,13983,MAB,2584,TUR,2629,,0,AT7,7.65,9.1
AD,13983,MAO,2551,BAZ,7399,,0,AT4,4.65,5.57
AD,13983,MAO,2551,BEL,2526,,0,E95,7.4,8.94
AD,13983,MAO,2551,BVB,2533,,0,AT7,6.32,7.69
AD,13983,MAO,2551,CIZ,7398,,0,AT4,8.42,10.32
AD,13983,MAO,2551,CNF,2537,,0,E95,8.08,9.73
AD,13983,MAO,2551,PIN,7372,,0,AT7,1.15,0.98
AD,13983,MAO,2551,PVH,2607,,0,E95 AT7,4.12,4.86
AD,13983,MAO,2551,STM,4092,,0,AT7,1.01,0.9
AD,13983,MAO,2551,TBT,2628,,0,E95,1.58,1.67
AD,13983,MAO,2551,TFF,2624,,0,AT4 E95,6.4,7.42
AD,13983,MAO,2551,VCP,2578,,0,E95,8.82,10.55
AD,13983,MCP,2591,BEL,2526,,0,AT7,1.85,1.88
AD,13983,MCZ,2590,AJU,2522,,0,E95 E90 AT7,4.94,5.69
AD,13983,MCZ,2590,REC,2610,,0,AT7,8.99,10.98
AD,13983,MCZ,2590,VCP,2578,,0,E95,8.36,9.86
AD,13983,MEA,6037,SDU,2612,,0,AT4,5.36,6.48
AD,13983,MEA,6037,VCP,2578,,0,AT4,7.65,9.37
AD,13983,MGF,2586,CGB,2548,,0,E90,5.67,6.51
AD,13983,MGF,2586,CWB,2545,,0,E90,2.06,2.32
AD,13983,MGF,2586,LDB,2581,,0,AT7,1.98,1.93
AD,13983,MGF,2586,POA,2599,,0,AT7,2.36,2.67
AD,13983,MGF,2586,VCP,2578,,0,E90 AT7,3.85,4.54
AD,13983,MII,6038,JTC,8238,,0,AT7,9.44,11.2
AD,13983,MII,6038,VCP,2578,,0,AT7,8.25,9.7
AD,13983,MOC,2587,CNF,2537,,0,E95 E90,4.87,5.48
AD,13983,MOC,2587,PLU,2528,,0,AT7,5.09,6.17
AD,13983,NAT,2597,CNF,2537,,0,E95,3.17,3.55
AD,13983,NAT,2597,FEN,2556,,0,AT7,6.99,8.6
AD,13983,NAT,2597,REC,2610,,0,AT7 E90,8.16,9.73
AD,13983,NAT,2597,VCP,2578,,0,E95,2.97,3.25
AD,13983,NVT,2595,GRU,2564,,0,E95,1.28,0.98
AD,13983,NVT,2595,POA,2599,,0,E95 E90,6.59,7.67
AD,13983,NVT,2595,VCP,2578,,0,E95 E90,5.76,6.97
AD,13983,OAL,9771,CGB,2548,,0,E90 AT7,4.37,5.12
AD,13983,OLC,8256,TFF,2624,,0,AT4,6.52,7.9
AD,13983,OPS,7367,CGB,2548,,0,E95,5.58,6.83
AD,13983,PAV,2631,SSA,2621,,0,AT7,2.96,3.38
AD,13983,PET,2603,POA,2599,,0,AT7,4.2,5.07
AD,13983,PFB,2602,POA,2599,,0,AT7,4.74,5.42
AD,13983,PFB,2602,VCP,2578,,0,AT7,8.75,10.62
AD,13983,PHB,\N,FOR,2559,,0,AT7,9.35,11.55
AD,13983,PHB,\N,THE,2623,,0,AT7,8.82,10.77
AD,13983,PIN,7372,MAO,2551,,0,AT7,7.25,8.77
AD,13983,PLU,2528,AAX,7395,,0,AT4,6.07,7.23
AD,13983,PLU,2528,CFB,7364,,0,AT7,7.12,8.43
AD,13983,PLU,2528,GRU,2564,,0,AT7,9.46,11.3
AD,13983,PLU,2528,GVR,6735,,0,AT7,3.19,3.37
AD,13983,PLU,2528,IPN,2570,,0,AT4,5.76,6.65
AD,13983,PLU,2528,MOC,2587,,0,AT7,7.03,8.43
AD,13983,PLU,2528,POJ,8237,,0,AT4,6.79,8.31
AD,13983,PLU,2528,SJK,2615,,0,AT7,3.09,3.4
AD,13983,PLU,2528,UDI,2633,,0,AT7,6.07,7.25
AD,13983,PLU,2528,VCP,2578,,0,AT7,7.98,9.65
AD,13983,PLU,2528,VDC,6039,Y,0,AT7,5,5.96
AD,13983,PMW,4214,AUX,7376,,0,AT7,7.86,9.62
AD,13983,PMW,4214,BSB,2531,,0,AT7,3.85,4.64
AD,13983,PMW,4214,GYN,2562,,0,E90 E95,9.47,11.3
AD,13983,PNZ,2604,CNF,2537,,0,E90,5.49,6.64
AD,13983,POA,2599,CNF,2537,,0,E95,6.26,7.35
AD,13983,POA,2599,CWB,2545,,0,E95,1.08,0.86
AD,13983,POA,2599,GRU,2564,,0,E95 E90,2.19,2.46
AD,13983,POA,2599,IGU,2554,,0,AT7,6.55,7.78
AD,13983,POA,2599,JOI,2576,,0,AT7,4.65,5.33
AD,13983,POA,2599,LDB,2581,,0,AT7,5.23,6.34
AD,13983,POA,2599,MGF,2586,,0,AT7,1.14,1.22
AD,13983,POA,2599,NVT,2595,,0,E95 E90,8.46,10.09
AD,13983,POA,2599,PET,2603,,0,AT7,7.83,9.52
AD,13983,POA,2599,PFB,2602,,0,AT7,2.25,2.63
AD,13983,POA,2599,RIA,6040,,0,AT7,6.54,7.79
AD,13983,POA,2599,SDU,2612,,0,E90,8.35,9.91
AD,13983,POA,2599,VCP,2578,,0,E95 E90,6.52,7.87
AD,13983,POA,2599,XAP,2539,,0,AT7,3.46,4.07
AD,13983,POJ,8237,PLU,2528,,0,AT4,6.62,8.05
AD,13983,PPB,2550,VCP,2578,,0,AT7 E95,2.63,2.92
AD,13983,PVH,2607,CGB,2548,,0,E90 E95,3.66,4.16
AD,13983,PVH,2607,MAO,2551,,0,E95 AT7,2.76,3.26
AD,13983,PVH,2607,RBR,2609,,0,E90 E95,5.94,6.9
AD,13983,RAO,2613,CNF,2537,,0,AT7,1.7,1.74
AD,13983,RAO,2613,SJP,2619,,0,E95,9.31,11.23
AD,13983,RAO,2613,VCP,2578,,0,E90 AT7 E95,3.62,4.34
AD,13983,RBR,2609,PVH,2607,,0,E90 E95,2.77,3.02
AD,13983,REC,2610,AJU,2522,,0,AT7,5.34,6.21
AD,13983,REC,2610,CNF,2537,,0,E90 E95,3.21,3.69
AD,13983,REC,2610,FEN,2556,,0,E95,5.66,6.65
AD,13983,REC,2610,FOR,2559,,0,E95,3.8,4.51
AD,13983,REC,2610,GRU,2564,,0,E95,1.97,2.02
AD,13983,REC,2610,MCZ,2590,,0,AT7,3.16,3.56
AD,13983,REC,2610,NAT,2597,,0,AT7 E90,4.77,5.54
AD,13983,REC,2610,SSA,2621,,0,E95,0.88,0.85
AD,13983,REC,2610,THE,2623,,0,E95,7.9,9.36
AD,13983,REC,2610,VCP,2578,,0,E95,6.55,7.65
AD,13983,RIA,6040,POA,2599,,0,AT7,6.08,7.42
AD,13983,ROO,7382,CGB,2548,,0,AT7,5.87,6.78
AD,13983,RVD,7394,VCP,2578,,0,AT4,6.24,7.29
AD,13983,SDU,2612,BPS,4209,,0,E90,9.32,11.25
AD,13983,SDU,2612,CAW,2543,,0,AT7,0.6,0.6
AD,13983,SDU,2612,CGH,2618,,0,E90,1.15,1.05
AD,13983,SDU,2612,CNF,2537,,0,E90 E95,2.45,2.7
AD,13983,SDU,2612,CWB,2545,,0,E90,2.13,2.42
AD,13983,SDU,2612,GRU,2564,,0,E90 E95,2.5,2.58
AD,13983,SDU,2612,GYN,2562,,0,E90,6.81,8.23
AD,13983,SDU,2612,MEA,6037,,0,AT4,4.96,5.78
AD,13983,SDU,2612,POA,2599,,0,E90,9.81,11.91
AD,13983,SDU,2612,SJK,2615,,0,AT7 E90,2.94,3.11
AD,13983,SDU,2612,VCP,2578,,0,E95 E90,3.56,4.07
AD,13983,SDU,2612,VIX,2638,,0,E90 E95,9.67,11.82
AD,13983,SJK,2615,PLU,2528,,0,AT7,8.44,10.07
AD,13983,SJK,2615,SDU,2612,,0,E90 AT7,5.13,5.9
AD,13983,SJL,2630,TFF,2624,,0,AT4,5.98,6.88
AD,13983,SJP,2619,CGB,2548,,0,AT7,8.56,10.2
AD,13983,SJP,2619,RAO,2613,,0,E95,4.94,6.03
AD,13983,SJP,2619,VCP,2578,,0,E95 AT7 E90,2.73,2.87
AD,13983,SLZ,2616,CNF,2537,,0,E95,8.32,10.03
AD,13983,SLZ,2616,FOR,2559,,0,E95,5.5,6.68
AD,13983,SLZ,2616,THE,2623,,0,E95,2.3,2.26
AD,13983,SSA,2621,AJU,2522,,0,AT7,5.41,6.31
AD,13983,SSA,2621,BPS,4209,,0,AT7,4.66,5.25
AD,13983,SSA,2621,BRA,7373,,0,AT7,8.64,10.58
AD,13983,SSA,2621,CNF,2537,,0,E95,1.97,1.95
AD,13983,SSA,2621,GRU,2564,,0,E95,8.79,10.56
AD,13983,SSA,2621,IOS,2569,,0,E95 AT7,5.37,6.39
AD,13983,SSA,2621,JPA,2575,,0,AT7,4.31,5.15
AD,13983,SSA,2621,LEC,6036,,0,AT7,2.12,2.36
AD,13983,SSA,2621,PAV,2631,,0,AT7,7.16,8.56
AD,13983,SSA,2621,REC,2610,,0,E95,9.32,11.16
AD,13983,SSA,2621,VCP,2578,,0,E95 E90,4.13,4.82
AD,13983,SSA,2621,VDC,6039,,0,AT7,2.88,3.28
AD,13983,SSA,2621,VIX,2638,,0,E95 AT7 E90,5.61,6.88
AD,13983,STM,4092,ATM,2566,,0,AT7,8.21,9.66
AD,13983,STM,4092,BEL,2526,,0,AT7,0.84,0.54
AD,13983,STM,4092,ITB,2568,,0,AT7,6.71,7.76
AD,13983,STM,4092,MAO,2551,,0,AT7,6.36,7.36
AD,13983,STM,4092,TMT,2622,,0,AT7,3.77,4.16
AD,13983,TBT,2628,MAO,2551,,0,E95,4.68,5.69
AD,13983,TFF,2624,ERN,8247,,0,AT4,3.02,3.34
AD,13983,TFF,2624,IRZ,8258,,0,AT4,7.85,9.58
AD,13983,TFF,2624,MAO,2551,,0,E95 AT4,6.69,7.8
AD,13983,TFF,2624,OLC,8256,,0,AT4,5.73,6.63
AD,13983,TFF,2624,SJL,2630,,0,AT4,4.18,5.01
AD,13983,THE,2623,FOR,2559,,0,E95,3.49,3.85
AD,13983,THE,2623,PHB,\N,,0,AT7,8.46,9.96
AD,13983,THE,2623,REC,2610,,0,E95,4.8,5.69
AD,13983,THE,2623,SLZ,2616,,0,E95,5.26,6.27
AD,13983,THE,2623,VCP,2578,,0,E95,5.3,6.49
AD,13983,TMT,2622,STM,4092,,0,AT7,4.92,5.66
AD,13983,TUR,2629,BEL,2526,,0,AT7,3.19,3.45
AD,13983,UBA,2635,CNF,2537,,0,AT7,1.62,1.88
AD,13983,UBA,2635,VCP,2578,,0,AT7,1.78,1.63
AD,13983,UDI,2633,BSB,2531,,0,AT7,7.5,9.21
AD,13983,UDI,2633,CNF,2537,,0,E95,2.78,3.07
AD,13983,UDI,2633,PLU,2528,,0,AT7,1.38,1.14
AD,13983,UDI,2633,VCP,2578,,0,AT7 E90 E95,8.21,9.67
AD,13983,VCP,2578,AJU,2522,,0,E95,1.97,2.27
AD,13983,VCP,2578,AQA,2521,,0,AT7,6.64,7.69
AD,13983,VCP,2578,ARU,2525,,0,AT7,3.72,4.39
AD,13983,VCP,2578,BPS,4209,,0,E95,1.8,1.95
AD,13983,VCP,2578,BSB,2531,,0,E95 E90,4.59,5.27
AD,13983,VCP,2578,BYO,8242,,0,AT7,0.68,0.67
AD,13983,VCP,2578,CAC,2535,,0,AT7,8.45,10.17
AD,13983,VCP,2578,CCM,2541,,0,AT7,5.55,6.41
AD,13983,VCP,2578,CFB,7364,,0,AT7,1.98,2.1
AD,13983,VCP,2578,CGB,2548,,0,E95 E90,2.71,3.23
AD,13983,VCP,2578,CGR,2538,,0,E95 E90 E75,4.94,5.65
AD,13983,VCP,2578,CLV,4215,,0,E90 E95,2.33,2.67
AD,13983,VCP,2578,CNF,2537,,0,E95 E90,3.29,3.59
AD,13983,VCP,2578,CWB,2545,,0,E95 E90,5.8,6.65
AD,13983,VCP,2578,CXJ,2547,,0,E95,8.47,10.08
AD,13983,VCP,2578,DOU,7380,,0,AT7,4.21,5.12
AD,13983,VCP,2578,FLN,2555,,0,E95 E90,7.36,8.75
AD,13983,VCP,2578,FOR,2559,,0,E90 E95,8.67,10.58
AD,13983,VCP,2578,GIG,2560,,0,E90 E95,2.57,2.99
AD,13983,VCP,2578,GYN,2562,,0,E95 E90,8.23,9.78
AD,13983,VCP,2578,IGU,2554,,0,E95 E90,7.58,9.21
AD,13983,VCP,2578,IOS,2569,,0,E95,3.84,4.6
AD,13983,VCP,2578,IZA,8180,,0,AT7,9.67,11.88
AD,13983,VCP,2578,JDO,6034,,0,E90,3.19,3.52
AD,13983,VCP,2578,JOI,2576,,0,AT7 E95,3.03,3.43
AD,13983,VCP,2578,JPA,2575,,0,E95,7.69,9.38
AD,13983,VCP,2578,JTC,8238,,0,AT7,4.53,5.5
AD,13983,VCP,2578,LDB,2581,,0,E95 AT7 E90,3.91,4.3
AD,13983,VCP,2578,MAO,2551,,0,E95,2.54,2.55
AD,13983,VCP,2578,MCZ,2590,,0,E95 E90,7.7,9.3
AD,13983,VCP,2578,MEA,6037,,0,AT4,7.83,9.54
AD,13983,VCP,2578,MGF,2586,,0,AT7 E90 E95,5.73,7.02
AD,13983,VCP,2578,MII,6038,,0,AT7,9.43,11.51
AD,13983,VCP,2578,NAT,2597,,0,E95,3.66,4.16
AD,13983,VCP,2578,NVT,2595,,0,E90 E95,2.73,3.03
AD,13983,VCP,2578,PFB,2602,,0,AT7,6.9,8.29
AD,13983,VCP,2578,PLU,2528,,0,AT7,7.62,9.22
AD,13983,VCP,2578,POA,2599,,0,E95 E90,2.96,3.09
AD,13983,VCP,2578,PPB,2550,,0,AT7 E95,1.4,1.38
AD,13983,VCP,2578,RAO,2613,,0,AT7 E90 E95,7.96,9.82
AD,13983,VCP,2578,REC,2610,,0,E95,9.76,11.73
AD,13983,VCP,2578,RVD,7394,,0,AT4,6.66,7.91
AD,13983,VCP,2578,SDU,2612,,0,E90 E95,3.12,3.7
AD,13983,VCP,2578,SJP,2619,,0,AT7 E95,9.95,11.96
AD,13983,VCP,2578,SSA,2621,,0,E95 E90,8.72,10.77
AD,13983,VCP,2578,THE,2623,,0,E95,5.51,6.4
AD,13983,VCP,2578,UBA,2635,,0,AT7,8.15,9.99
AD,13983,VCP,2578,UDI,2633,,0,E90 AT7 E95,8.4,9.88
AD,13983,VCP,2578,VIX,2638,,0,E95 E90,9.3,11.25
AD,13983,VCP,2578,XAP,2539,,0,AT7 E95,8.24,10.17
AD,13983,VDC,6039,CNF,2537,,0,AT7,6.76,7.9
AD,13983,VDC,6039,PLU,2528,Y,0,AT7,6.44,7.51
AD,13983,VDC,6039,SSA,2621,,0,AT7,5.1,5.87
AD,13983,VIX,2638,CNF,2537,,0,E90 E95,6.48,7.7
AD,13983,VIX,2638,SDU,2612,,0,E90 E95,7.9,9.64
AD,13983,VIX,2638,SSA,2621,,0,AT7 E95 E90,9.67,11.64
AD,13983,VIX,2638,VCP,2578,,0,E95 E90,5.14,5.87
AD,13983,XAP,2539,POA,2599,,0,AT7,5.98,7.1
AD,13983,XAP,2539,VCP,2578,,0,AT7 E95,4.62,5.62
AE,3392,CGO,3375,RMQ,2268,,0,E90,7.04,8.19
AE,3392,CGO,3375,TPE,2276,Y,0,738 333,6.56,7.74
AE,3392,CSX,3371,KHH,2264,Y,0,333,1.06,0.71
AE,3392,CSX,3371,TPE,2276,Y,0,320 738 333,5.55,6.72
